Year,ST,STATE,OCC_CODE,OCC_TITLE,TOT_EMP,LOC_Q,H_MEAN,A_MEAN
2017,OR,Oregon,15-1141,Database Administrators,970,0.66,41.91,"87,180"
2017,OR,Oregon,15-1142,Network and Computer Systems Administrators,"3,440",0.71,39.12,"81,370"
2017,OR,Oregon,15-1143,Computer Network Architects,"1,080",0.53,58.66,"122,020"
2017,OR,Oregon,15-1151,Computer User Support Specialists,"7,680",0.97,25.30,"52,620"
2017,OR,Oregon,15-1152,Computer Network Support Specialists,"1,720",0.72,29.47,"61,300"
2017,OR,Oregon,15-1199,"Computer Occupations, All Other","6,740",1.66,38.31,"79,690"
2017,PA,Pennsylvania,15-0000,Computer and Mathematical Occupations,"158,660",0.92,39.93,"83,060"
2017,PA,Pennsylvania,15-1111,Computer and Information Research Scientists,370,0.33,52.95,"110,140"
2017,PA,Pennsylvania,15-1121,Computer Systems Analysts,"22,330",0.95,44.96,"93,520"
2017,PA,Pennsylvania,15-1122,Information Security Analysts,"3,090",0.72,45.58,"94,810"
2017,PA,Pennsylvania,15-1131,Computer Programmers,"10,710",1.07,38.86,"80,830"
2017,PA,Pennsylvania,15-1132,"Software Developers, Applications","27,420",0.80,45.99,"95,660"
2017,PA,Pennsylvania,15-1133,"Software Developers, Systems Software","10,630",0.66,49.08,"102,080"
2017,PA,Pennsylvania,15-1134,Web Developers,"4,800",0.94,33.46,"69,600"
2017,PA,Pennsylvania,15-1141,Database Administrators,"6,010",1.30,40.24,"83,690"
2017,PA,Pennsylvania,15-1142,Network and Computer Systems Administrators,"13,700",0.90,36.73,"76,400"
2017,PA,Pennsylvania,15-1143,Computer Network Architects,"6,650",1.04,51.07,"106,240"
2017,PA,Pennsylvania,15-1151,Computer User Support Specialists,"23,590",0.95,24.51,"50,990"
2017,PA,Pennsylvania,15-1152,Computer Network Support Specialists,"7,090",0.94,30.79,"64,050"
2017,PA,Pennsylvania,15-1199,"Computer Occupations, All Other","14,280",1.11,41.78,"86,910"
2017,RI,Rhode Island,15-0000,Computer and Mathematical Occupations,"14,490",1.02,41.08,"85,450"
2017,RI,Rhode Island,15-1111,Computer and Information Research Scientists,410,4.39,52.83,"109,880"
2017,RI,Rhode Island,15-1121,Computer Systems Analysts,"1,740",0.90,46.99,"97,750"
2017,RI,Rhode Island,15-1122,Information Security Analysts,340,0.98,51.54,"107,210"
2017,RI,Rhode Island,15-1131,Computer Programmers,"1,020",1.24,36.20,"75,300"
2017,RI,Rhode Island,15-1132,"Software Developers, Applications","2,130",0.75,44.53,"92,620"
2017,RI,Rhode Island,15-1133,"Software Developers, Systems Software",910,0.69,52.97,"110,170"
2017,RI,Rhode Island,15-1134,Web Developers,470,1.13,36.12,"75,130"
2017,RI,Rhode Island,15-1141,Database Administrators,420,1.09,44.32,"92,180"
2017,RI,Rhode Island,15-1142,Network and Computer Systems Administrators,"1,960",1.57,43.55,"90,590"
2017,RI,Rhode Island,15-1143,Computer Network Architects,380,0.72,55.31,"115,050"
2017,RI,Rhode Island,15-1151,Computer User Support Specialists,"1,450",0.71,27.20,"56,570"
2017,RI,Rhode Island,15-1152,Computer Network Support Specialists,"1,380",2.22,25.69,"53,430"
2017,RI,Rhode Island,15-1199,"Computer Occupations, All Other","1,210",1.15,39.94,"83,070"
2017,SC,South Carolina,15-0000,Computer and Mathematical Occupations,"39,530",0.66,34.94,"72,680"
2017,SC,South Carolina,15-1121,Computer Systems Analysts,"6,400",0.78,37.30,"77,580"
2017,SC,South Carolina,15-1122,Information Security Analysts,"1,200",0.81,37.39,"77,770"
2017,SC,South Carolina,15-1131,Computer Programmers,"3,510",1.01,39.12,"81,380"
2017,SC,South Carolina,15-1132,"Software Developers, Applications","4,620",0.39,43.85,"91,200"
2017,SC,South Carolina,15-1133,"Software Developers, Systems Software","2,630",0.47,38.84,"80,780"
2017,SC,South Carolina,15-1134,Web Developers,"1,120",0.63,35.19,"73,200"
2017,SC,South Carolina,15-1141,Database Administrators,890,0.56,35.50,"73,840"
2017,SC,South Carolina,15-1142,Network and Computer Systems Administrators,"5,810",1.10,34.79,"72,360"
2017,SC,South Carolina,15-1143,Computer Network Architects,"1,130",0.51,40.18,"83,580"
2017,SC,South Carolina,15-1151,Computer User Support Specialists,"6,420",0.74,22.78,"47,390"
2017,SC,South Carolina,15-1152,Computer Network Support Specialists,"2,760",1.05,25.51,"53,060"
2017,SC,South Carolina,15-1199,"Computer Occupations, All Other","1,470",0.33,42.51,"88,410"
2017,SD,South Dakota,15-0000,Computer and Mathematical Occupations,"8,040",0.64,30.78,"64,020"
2017,SD,South Dakota,15-1121,Computer Systems Analysts,730,0.43,35.79,"74,440"
2017,SD,South Dakota,15-1122,Information Security Analysts,230,0.73,42.88,"89,200"
2017,SD,South Dakota,15-1131,Computer Programmers,640,0.88,26.42,"54,950"
2017,SD,South Dakota,15-1132,"Software Developers, Applications",980,0.39,36.56,"76,050"
2017,SD,South Dakota,15-1133,"Software Developers, Systems Software",650,0.56,42.97,"89,370"
2017,SD,South Dakota,15-1134,Web Developers,340,0.93,26.79,"55,720"
2017,SD,South Dakota,15-1141,Database Administrators,160,0.47,35.25,"73,310"
2017,SD,South Dakota,15-1142,Network and Computer Systems Administrators,"1,640",1.49,29.73,"61,840"
2017,SD,South Dakota,15-1143,Computer Network Architects,320,0.70,47.62,"99,050"
2017,SD,South Dakota,15-1151,Computer User Support Specialists,"1,340",0.74,18.55,"38,590"
2017,SD,South Dakota,15-1152,Computer Network Support Specialists,750,1.37,23.13,"48,110"
2017,SD,South Dakota,15-1199,"Computer Occupations, All Other",180,0.19,38.10,"79,250"
2017,TN,Tennessee,15-0000,Computer and Mathematical Occupations,"54,730",0.63,35.60,"74,050"
2017,TN,Tennessee,15-1111,Computer and Information Research Scientists,210,0.36,52.62,"109,450"
2017,TN,Tennessee,15-1121,Computer Systems Analysts,"8,370",0.70,36.07,"75,030"
2017,TN,Tennessee,15-1122,Information Security Analysts,"1,580",0.73,39.77,"82,720"
2017,TN,Tennessee,15-1131,Computer Programmers,"4,090",0.81,36.89,"76,740"
2017,TN,Tennessee,15-1132,"Software Developers, Applications","6,310",0.36,42.11,"87,580"
2017,TN,Tennessee,15-1133,"Software Developers, Systems Software","4,520",0.56,42.75,"88,910"
2017,TN,Tennessee,15-1134,Web Developers,"1,510",0.59,29.50,"61,370"
2017,TN,Tennessee,15-1141,Database Administrators,"1,420",0.61,39.41,"81,980"
2017,TN,Tennessee,15-1142,Network and Computer Systems Administrators,"5,490",0.72,38.95,"81,020"
2017,TN,Tennessee,15-1143,Computer Network Architects,"2,200",0.68,47.70,"99,210"
2017,TN,Tennessee,15-1151,Computer User Support Specialists,"9,480",0.76,23.56,"49,010"
2017,TN,Tennessee,15-1152,Computer Network Support Specialists,"3,570",0.94,28.42,"59,110"
2017,TN,Tennessee,15-1199,"Computer Occupations, All Other","3,620",0.56,36.65,"76,240"
2017,TX,Texas,15-0000,Computer and Mathematical Occupations,"353,460",0.99,43.00,"89,450"
2017,TX,Texas,15-1111,Computer and Information Research Scientists,"2,170",0.93,50.87,"105,800"
2017,TX,Texas,15-1121,Computer Systems Analysts,"56,220",1.16,46.24,"96,190"
2017,TX,Texas,15-1122,Information Security Analysts,"7,760",0.88,45.66,"94,970"
2017,TX,Texas,15-1131,Computer Programmers,"20,850",1.01,41.44,"86,200"
2017,TX,Texas,15-1132,"Software Developers, Applications","67,850",0.96,51.58,"107,280"
2017,TX,Texas,15-1133,"Software Developers, Systems Software","25,330",0.77,53.38,"111,040"
2017,TX,Texas,15-1134,Web Developers,"7,920",0.75,34.30,"71,340"
2017,TX,Texas,15-1141,Database Administrators,"11,570",1.22,42.76,"88,940"
2017,TX,Texas,15-1142,Network and Computer Systems Administrators,"32,660",1.04,43.91,"91,340"
2017,TX,Texas,15-1143,Computer Network Architects,"12,330",0.94,55.99,"116,470"
2017,TX,Texas,15-1151,Computer User Support Specialists,"57,680",1.13,25.71,"53,480"
2017,TX,Texas,15-1152,Computer Network Support Specialists,"16,890",1.09,34.58,"71,940"
2017,TX,Texas,15-1199,"Computer Occupations, All Other","19,640",0.75,43.54,"90,570"
2017,UT,Utah,15-0000,Computer and Mathematical Occupations,"48,640",1.15,38.77,"80,650"
2017,UT,Utah,15-1111,Computer and Information Research Scientists,710,2.56,46.37,"96,440"
2017,UT,Utah,15-1121,Computer Systems Analysts,"3,750",0.65,39.86,"82,900"
2017,UT,Utah,15-1122,Information Security Analysts,550,0.53,39.63,"82,430"
2017,UT,Utah,15-1131,Computer Programmers,"3,780",1.54,38.91,"80,930"
2017,UT,Utah,15-1132,"Software Developers, Applications","9,930",1.18,46.53,"96,790"
2017,UT,Utah,15-1133,"Software Developers, Systems Software","5,130",1.31,50.58,"105,220"
2017,UT,Utah,15-1134,Web Developers,"1,870",1.50,31.97,"66,490"
2017,UT,Utah,15-1141,Database Administrators,"1,030",0.92,44.54,"92,640"
2017,UT,Utah,15-1142,Network and Computer Systems Administrators,"3,450",0.93,38.82,"80,740"
2017,UT,Utah,15-1143,Computer Network Architects,940,0.60,52.74,"109,700"
2017,UT,Utah,15-1151,Computer User Support Specialists,"8,710",1.43,24.35,"50,650"
2017,UT,Utah,15-1152,Computer Network Support Specialists,"1,990",1.08,28.20,"58,660"
2017,UT,Utah,15-1199,"Computer Occupations, All Other","5,170",1.65,37.74,"78,500"
2017,VT,Vermont,15-0000,Computer and Mathematical Occupations,"7,280",0.80,35.25,"73,330"
2017,VT,Vermont,15-1121,Computer Systems Analysts,560,0.45,38.30,"79,670"
2017,VT,Vermont,15-1122,Information Security Analysts,110,0.47,40.56,"84,360"
2017,VT,Vermont,15-1131,Computer Programmers,480,0.91,33.24,"69,140"
2017,VT,Vermont,15-1132,"Software Developers, Applications",860,0.47,45.65,"94,940"
2017,VT,Vermont,15-1133,"Software Developers, Systems Software",800,0.95,*,*
2017,VT,Vermont,15-1134,Web Developers,420,1.57,31.36,"65,230"
2017,VT,Vermont,15-1141,Database Administrators,220,0.89,36.95,"76,860"
2017,VT,Vermont,15-1142,Network and Computer Systems Administrators,"1,490",1.85,34.88,"72,560"
2017,VT,Vermont,15-1143,Computer Network Architects,120,0.36,40.51,"84,260"
2017,VT,Vermont,15-1151,Computer User Support Specialists,"1,230",0.93,25.42,"52,870"
2017,VT,Vermont,15-1152,Computer Network Support Specialists,380,0.95,24.45,"50,860"
2017,VT,Vermont,15-1199,"Computer Occupations, All Other",380,0.56,34.13,"71,000"
2017,VA,Virginia,15-0000,Computer and Mathematical Occupations,"201,680",1.78,48.47,"100,830"
2017,VA,Virginia,15-1111,Computer and Information Research Scientists,"2,670",3.60,62.00,"128,950"
2017,VA,Virginia,15-1121,Computer Systems Analysts,"27,760",1.79,48.12,"100,090"
2017,VA,Virginia,15-1122,Information Security Analysts,"13,190",4.71,53.10,"110,450"
2017,VA,Virginia,15-1131,Computer Programmers,**,**,45.92,"95,520"
2017,VA,Virginia,15-1132,"Software Developers, Applications","35,960",1.59,53.37,"111,010"
2017,VA,Virginia,15-1133,"Software Developers, Systems Software","24,650",2.35,58.44,"121,560"
2017,VA,Virginia,15-1134,Web Developers,"3,720",1.11,41.29,"85,870"
2017,VA,Virginia,15-1141,Database Administrators,"5,760",1.91,46.66,"97,050"
2017,VA,Virginia,15-1142,Network and Computer Systems Administrators,"19,510",1.96,45.37,"94,380"
2017,VA,Virginia,15-1143,Computer Network Architects,"10,180",2.43,56.58,"117,700"
2017,VA,Virginia,15-1151,Computer User Support Specialists,"19,750",1.21,26.90,"55,960"
2017,VA,Virginia,15-1152,Computer Network Support Specialists,"7,330",1.48,36.65,"76,240"
2017,VA,Virginia,15-1199,"Computer Occupations, All Other","13,040",1.55,50.33,"104,680"
2017,WA,Washington,15-0000,Computer and Mathematical Occupations,"157,400",1.65,51.45,"107,020"
2017,WA,Washington,15-1111,Computer and Information Research Scientists,"1,340",2.15,65.02,"135,240"
2017,WA,Washington,15-1121,Computer Systems Analysts,"17,660",1.36,45.42,"94,470"
2017,WA,Washington,15-1122,Information Security Analysts,"2,200",0.94,50.98,"106,040"
2017,WA,Washington,15-1131,Computer Programmers,"10,500",1.90,58.17,"121,000"
2017,WA,Washington,15-1132,"Software Developers, Applications","51,540",2.71,63.19,"131,430"
2017,WA,Washington,15-1133,"Software Developers, Systems Software","14,640",1.66,56.64,"117,810"
2017,WA,Washington,15-1134,Web Developers,"5,640",2.00,44.35,"92,260"
2017,WA,Washington,15-1141,Database Administrators,"2,190",0.86,47.18,"98,120"
2017,WA,Washington,15-1142,Network and Computer Systems Administrators,"9,200",1.10,43.41,"90,290"
2017,WA,Washington,15-1143,Computer Network Architects,"6,570",1.86,50.43,"104,890"
2017,WA,Washington,15-1151,Computer User Support Specialists,"16,740",1.22,29.62,"61,610"
2017,WA,Washington,15-1152,Computer Network Support Specialists,"3,690",0.89,37.00,"76,970"
2017,WA,Washington,15-1199,"Computer Occupations, All Other","10,940",1.55,43.55,"90,590"
2017,WV,West Virginia,15-0000,Computer and Mathematical Occupations,"10,880",0.53,33.53,"69,750"
2017,WV,West Virginia,15-1121,Computer Systems Analysts,"1,150",0.41,34.82,"72,420"
2017,WV,West Virginia,15-1122,Information Security Analysts,250,0.49,37.83,"78,680"
2017,WV,West Virginia,15-1131,Computer Programmers,670,0.56,38.66,"80,420"
2017,WV,West Virginia,15-1132,"Software Developers, Applications","1,200",0.29,41.53,"86,390"
2017,WV,West Virginia,15-1133,"Software Developers, Systems Software",490,0.25,44.57,"92,710"
2017,WV,West Virginia,15-1134,Web Developers,260,0.42,26.16,"54,410"
2017,WV,West Virginia,15-1141,Database Administrators,430,0.79,31.84,"66,230"
2017,WV,West Virginia,15-1142,Network and Computer Systems Administrators,"1,230",0.68,31.82,"66,190"
2017,WV,West Virginia,15-1143,Computer Network Architects,260,0.34,*,*
2017,WV,West Virginia,15-1151,Computer User Support Specialists,"2,010",0.68,21.17,"44,030"
2017,WV,West Virginia,15-1152,Computer Network Support Specialists,650,0.72,24.08,"50,090"
2017,WV,West Virginia,15-1199,"Computer Occupations, All Other","1,900",1.25,41.65,"86,630"
2017,WI,Wisconsin,15-0000,Computer and Mathematical Occupations,"76,080",0.90,35.82,"74,520"
2017,WI,Wisconsin,15-1111,Computer and Information Research Scientists,200,0.37,36.18,"75,260"
2017,WI,Wisconsin,15-1121,Computer Systems Analysts,"14,270",1.24,38.77,"80,640"
2017,WI,Wisconsin,15-1122,Information Security Analysts,"1,260",0.60,36.45,"75,820"
2017,WI,Wisconsin,15-1131,Computer Programmers,"5,450",1.11,36.63,"76,190"
2017,WI,Wisconsin,15-1132,"Software Developers, Applications","15,840",0.94,41.14,"85,580"
2017,WI,Wisconsin,15-1133,"Software Developers, Systems Software","4,000",0.51,41.97,"87,300"
2017,WI,Wisconsin,15-1134,Web Developers,"2,890",1.16,25.39,"52,810"
2017,WI,Wisconsin,15-1141,Database Administrators,"1,700",0.76,39.05,"81,220"
2017,WI,Wisconsin,15-1142,Network and Computer Systems Administrators,"6,760",0.91,35.44,"73,710"
2017,WI,Wisconsin,15-1143,Computer Network Architects,"2,060",0.66,44.95,"93,490"
2017,WI,Wisconsin,15-1151,Computer User Support Specialists,"11,550",0.95,24.51,"50,980"
2017,WI,Wisconsin,15-1152,Computer Network Support Specialists,"3,820",1.04,30.76,"63,980"
2017,WI,Wisconsin,15-1199,"Computer Occupations, All Other","3,750",0.60,34.58,"71,920"
2017,WY,Wyoming,15-0000,Computer and Mathematical Occupations,"2,660",0.33,30.79,"64,030"
2017,WY,Wyoming,15-1121,Computer Systems Analysts,150,0.14,37.23,"77,430"
2017,WY,Wyoming,15-1122,Information Security Analysts,30,0.16,34.70,"72,180"
2017,WY,Wyoming,15-1131,Computer Programmers,220,0.47,31.48,"65,480"
2017,WY,Wyoming,15-1132,"Software Developers, Applications",250,0.16,33.36,"69,380"
2017,WY,Wyoming,15-1133,"Software Developers, Systems Software",100,0.13,42.99,"89,420"
2017,WY,Wyoming,15-1134,Web Developers,110,0.48,33.85,"70,400"
2017,WY,Wyoming,15-1141,Database Administrators,200,0.96,29.74,"61,850"
2017,WY,Wyoming,15-1142,Network and Computer Systems Administrators,530,0.75,31.98,"66,520"
2017,WY,Wyoming,15-1143,Computer Network Architects,40,0.14,*,*
2017,WY,Wyoming,15-1151,Computer User Support Specialists,590,0.51,23.38,"48,630"
2017,WY,Wyoming,15-1152,Computer Network Support Specialists,240,0.69,28.00,"58,250"
2017,WY,Wyoming,15-1199,"Computer Occupations, All Other",140,0.23,35.57,"73,990"
2016,AL,Alabama,15-0000,Computer and Mathematical Occupations,"38,600",0.68,38.02,"79,090"
2016,AL,Alabama,15-1111,Computer and Information Research Scientists,310,0.85,51.26,"106,610"
2016,AL,Alabama,15-1121,Computer Systems Analysts,"4,020",0.52,38.57,"80,230"
2016,AL,Alabama,15-1122,Information Security Analysts,970,0.74,41.84,"87,030"
2016,AL,Alabama,15-1131,Computer Programmers,"6,590",1.78,40.12,"83,450"
2016,AL,Alabama,15-1132,"Software Developers, Applications","5,500",0.51,44.87,"93,340"
2016,AL,Alabama,15-1133,"Software Developers, Systems Software","4,000",0.72,48.16,"100,170"
2016,AL,Alabama,15-1134,Web Developers,550,0.31,28.26,"58,770"
2016,AL,Alabama,15-1141,Database Administrators,"1,600",1.04,38.20,"79,460"
2016,AL,Alabama,15-1142,Network and Computer Systems Administrators,"4,410",0.86,34.51,"71,790"
2016,AL,Alabama,15-1143,Computer Network Architects,850,0.40,47.49,"98,780"
2016,AL,Alabama,15-1151,Computer User Support Specialists,"5,980",0.73,22.53,"46,870"
2016,AL,Alabama,15-1152,Computer Network Support Specialists,"1,050",0.41,29.46,"61,280"
2016,AL,Alabama,15-1199,"Computer Occupations, All Other","1,800",0.51,41.67,"86,670"
2016,AK,Alaska,15-0000,Computer and Mathematical Occupations,"5,050",0.53,39.84,"82,860"
2016,AK,Alaska,15-1121,Computer Systems Analysts,580,0.44,38.83,"80,770"
2016,AK,Alaska,15-1122,Information Security Analysts,80,0.36,44.99,"93,570"
2016,AK,Alaska,15-1131,Computer Programmers,570,0.91,43.58,"90,640"
2016,AK,Alaska,15-1132,"Software Developers, Applications",360,0.20,57.27,"119,120"
2016,AK,Alaska,15-1133,"Software Developers, Systems Software",120,0.12,*,*
2016,AK,Alaska,15-1134,Web Developers,130,0.42,27.46,"57,110"
2016,AK,Alaska,15-1141,Database Administrators,210,0.78,37.41,"77,820"
2016,AK,Alaska,15-1142,Network and Computer Systems Administrators,"1,010",1.16,40.96,"85,190"
2016,AK,Alaska,15-1143,Computer Network Architects,60,0.16,55.53,"115,510"
2016,AK,Alaska,15-1151,Computer User Support Specialists,830,0.60,27.57,"57,350"
2016,AK,Alaska,15-1152,Computer Network Support Specialists,340,0.78,32.17,"66,900"
2016,AK,Alaska,15-1199,"Computer Occupations, All Other",490,0.82,42.97,"89,380"
2016,AZ,Arizona,15-0000,Computer and Mathematical Occupations,"93,410",1.19,38.58,"80,250"
2016,AZ,Arizona,15-1111,Computer and Information Research Scientists,200,0.39,52.36,"108,900"
2016,AZ,Arizona,15-1121,Computer Systems Analysts,"15,150",1.41,42.91,"89,250"
2016,AZ,Arizona,15-1122,Information Security Analysts,"2,640",1.44,38.90,"80,910"
2016,AZ,Arizona,15-1131,Computer Programmers,"4,700",0.92,38.45,"79,970"
2016,AZ,Arizona,15-1132,"Software Developers, Applications","13,970",0.93,44.55,"92,650"
2016,AZ,Arizona,15-1133,"Software Developers, Systems Software","11,430",1.48,47.33,"98,440"
2016,AZ,Arizona,15-1134,Web Developers,"2,990",1.22,33.05,"68,750"
2016,AZ,Arizona,15-1141,Database Administrators,"2,770",1.29,39.08,"81,290"
2016,AZ,Arizona,15-1142,Network and Computer Systems Administrators,"7,060",0.99,38.74,"80,580"
2016,AZ,Arizona,15-1143,Computer Network Architects,"3,170",1.07,46.57,"96,860"
2016,AZ,Arizona,15-1151,Computer User Support Specialists,"13,890",1.22,23.88,"49,670"
2016,AZ,Arizona,15-1152,Computer Network Support Specialists,"5,530",1.55,32.69,"67,990"
2016,AZ,Arizona,15-1199,"Computer Occupations, All Other","4,520",0.92,38.12,"79,300"
2016,AR,Arkansas,15-0000,Computer and Mathematical Occupations,"23,700",0.67,32.32,"67,230"
2016,AR,Arkansas,15-1121,Computer Systems Analysts,"2,790",0.58,32.50,"67,600"
2016,AR,Arkansas,15-1122,Information Security Analysts,**,**,38.70,"80,500"
2016,AR,Arkansas,15-1131,Computer Programmers,"3,540",1.54,34.64,"72,040"
2016,AR,Arkansas,15-1132,"Software Developers, Applications","2,120",0.31,41.77,"86,890"
2016,AR,Arkansas,15-1133,"Software Developers, Systems Software","1,020",0.29,34.56,"71,890"
2016,AR,Arkansas,15-1134,Web Developers,610,0.56,27.69,"57,590"
2016,AR,Arkansas,15-1141,Database Administrators,700,0.72,36.77,"76,470"
2016,AR,Arkansas,15-1142,Network and Computer Systems Administrators,"3,140",0.98,33.33,"69,320"
2016,AR,Arkansas,15-1143,Computer Network Architects,"1,420",1.06,42.81,"89,040"
2016,AR,Arkansas,15-1151,Computer User Support Specialists,"3,900",0.76,19.40,"40,350"
2016,AR,Arkansas,15-1152,Computer Network Support Specialists,"1,360",0.85,24.09,"50,100"
2016,AR,Arkansas,15-1199,"Computer Occupations, All Other",630,0.28,36.05,"74,970"
2016,CA,California,15-0000,Computer and Mathematical Occupations,"580,040",1.22,49.50,"102,970"
2016,CA,California,15-1111,Computer and Information Research Scientists,"4,950",1.64,60.39,"125,620"
2016,CA,California,15-1121,Computer Systems Analysts,"75,750",1.17,48.77,"101,440"
2016,CA,California,15-1122,Information Security Analysts,"7,990",0.72,52.30,"108,780"
2016,CA,California,15-1131,Computer Programmers,"37,570",1.22,44.41,"92,380"
2016,CA,California,15-1132,"Software Developers, Applications","129,180",1.43,58.04,"120,710"
2016,CA,California,15-1133,"Software Developers, Systems Software","90,290",1.94,61.92,"128,800"
2016,CA,California,15-1134,Web Developers,"22,650",1.54,39.87,"82,930"
2016,CA,California,15-1141,Database Administrators,"12,370",0.96,45.17,"93,960"
2016,CA,California,15-1142,Network and Computer Systems Administrators,"42,450",0.99,45.44,"94,520"
2016,CA,California,15-1143,Computer Network Architects,"16,250",0.91,60.26,"125,340"
2016,CA,California,15-1151,Computer User Support Specialists,"67,780",0.99,29.72,"61,820"
2016,CA,California,15-1152,Computer Network Support Specialists,"19,320",0.90,37.35,"77,690"
2016,CA,California,15-1199,"Computer Occupations, All Other","32,440",1.09,46.14,"95,970"
2016,CO,Colorado,15-0000,Computer and Mathematical Occupations,"104,170",1.40,45.35,"94,320"
2016,CO,Colorado,15-1111,Computer and Information Research Scientists,310,0.64,47.71,"99,240"
2016,CO,Colorado,15-1121,Computer Systems Analysts,"8,770",0.86,46.00,"95,690"
2016,CO,Colorado,15-1122,Information Security Analysts,"2,250",1.30,49.17,"102,280"
2016,CO,Colorado,15-1131,Computer Programmers,"2,930",0.60,46.03,"95,730"
2016,CO,Colorado,15-1132,"Software Developers, Applications","25,450",1.79,50.79,"105,640"
2016,CO,Colorado,15-1133,"Software Developers, Systems Software","13,650",1.87,58.11,"120,860"
2016,CO,Colorado,15-1134,Web Developers,"2,780",1.20,31.02,"64,510"
2016,CO,Colorado,15-1141,Database Administrators,"2,430",1.20,45.58,"94,810"
2016,CO,Colorado,15-1142,Network and Computer Systems Administrators,"10,880",1.62,40.13,"83,470"
2016,CO,Colorado,15-1143,Computer Network Architects,"4,130",1.47,53.21,"110,680"
2016,CO,Colorado,15-1151,Computer User Support Specialists,"13,890",1.29,28.86,"60,020"
2016,CO,Colorado,15-1152,Computer Network Support Specialists,"3,520",1.05,32.84,"68,300"
2016,CO,Colorado,15-1199,"Computer Occupations, All Other","11,370",2.44,45.96,"95,600"
2016,CT,Connecticut,15-0000,Computer and Mathematical Occupations,"49,220",1.00,43.00,"89,440"
2016,CT,Connecticut,15-1111,Computer and Information Research Scientists,80,0.24,56.48,"117,480"
2016,CT,Connecticut,15-1121,Computer Systems Analysts,"7,120",1.05,45.56,"94,760"
2016,CT,Connecticut,15-1122,Information Security Analysts,970,0.85,51.38,"106,870"
2016,CT,Connecticut,15-1131,Computer Programmers,"5,850",1.82,39.53,"82,210"
2016,CT,Connecticut,15-1132,"Software Developers, Applications","9,240",0.98,48.38,"100,620"
2016,CT,Connecticut,15-1133,"Software Developers, Systems Software","4,790",0.98,49.67,"103,320"
2016,CT,Connecticut,15-1134,Web Developers,"1,210",0.78,35.56,"73,970"
2016,CT,Connecticut,15-1141,Database Administrators,"1,400",1.04,44.44,"92,420"
2016,CT,Connecticut,15-1142,Network and Computer Systems Administrators,"3,530",0.79,42.83,"89,080"
2016,CT,Connecticut,15-1143,Computer Network Architects,"1,660",0.89,55.56,"115,560"
2016,CT,Connecticut,15-1151,Computer User Support Specialists,"7,520",1.05,27.25,"56,680"
2016,CT,Connecticut,15-1152,Computer Network Support Specialists,"1,130",0.51,38.27,"79,600"
2016,CT,Connecticut,15-1199,"Computer Occupations, All Other","1,930",0.62,46.91,"97,560"
2016,DE,Delaware,15-0000,Computer and Mathematical Occupations,"16,200",1.24,44.58,"92,730"
2016,DE,Delaware,15-1111,Computer and Information Research Scientists,**,**,45.18,"93,970"
2016,DE,Delaware,15-1121,Computer Systems Analysts,"3,500",1.96,45.54,"94,720"
2016,DE,Delaware,15-1122,Information Security Analysts,470,1.56,48.64,"101,180"
2016,DE,Delaware,15-1131,Computer Programmers,900,1.06,41.44,"86,200"
2016,DE,Delaware,15-1132,"Software Developers, Applications","3,470",1.39,48.22,"100,290"
2016,DE,Delaware,15-1133,"Software Developers, Systems Software",**,**,56.13,"116,750"
2016,DE,Delaware,15-1134,Web Developers,380,0.93,38.03,"79,090"
2016,DE,Delaware,15-1141,Database Administrators,610,1.71,43.93,"91,380"
2016,DE,Delaware,15-1142,Network and Computer Systems Administrators,"1,230",1.04,39.00,"81,120"
2016,DE,Delaware,15-1143,Computer Network Architects,660,1.34,57.44,"119,480"
2016,DE,Delaware,15-1151,Computer User Support Specialists,"1,460",0.77,26.90,"55,950"
2016,DE,Delaware,15-1152,Computer Network Support Specialists,620,1.04,33.93,"70,570"
2016,DE,Delaware,15-1199,"Computer Occupations, All Other",**,**,37.77,"78,570"
2016,DC,District of Columbia,15-0000,Computer and Mathematical Occupations,"41,390",1.99,49.80,"103,580"
2016,DC,District of Columbia,15-1111,Computer and Information Research Scientists,640,4.80,59.37,"123,490"
2016,DC,District of Columbia,15-1121,Computer Systems Analysts,"4,460",1.57,48.67,"101,240"
2016,DC,District of Columbia,15-1122,Information Security Analysts,850,1.76,59.54,"123,850"
2016,DC,District of Columbia,15-1131,Computer Programmers,"1,370",1.01,46.19,"96,070"
2016,DC,District of Columbia,15-1132,"Software Developers, Applications","2,330",0.59,53.86,"112,040"
2016,DC,District of Columbia,15-1133,"Software Developers, Systems Software","3,040",1.48,51.75,"107,640"
2016,DC,District of Columbia,15-1134,Web Developers,"1,270",1.95,41.70,"86,730"
2016,DC,District of Columbia,15-1141,Database Administrators,950,1.68,48.74,"101,380"
2016,DC,District of Columbia,15-1142,Network and Computer Systems Administrators,"2,710",1.44,46.30,"96,290"
2016,DC,District of Columbia,15-1143,Computer Network Architects,"1,230",1.56,52.68,"109,570"
2016,DC,District of Columbia,15-1151,Computer User Support Specialists,"4,390",1.46,31.23,"64,960"
2016,DC,District of Columbia,15-1152,Computer Network Support Specialists,780,0.82,43.01,"89,460"
2016,DC,District of Columbia,15-1199,"Computer Occupations, All Other","14,720",11.26,55.02,"114,440"
2016,FL,Florida,15-0000,Computer and Mathematical Occupations,"193,670",0.79,35.81,"74,480"
2016,FL,Florida,15-1111,Computer and Information Research Scientists,500,0.32,48.58,"101,050"
